title,description,coverImage,author,isbn,publisher,year,category,location,isHighlighted,isBorrowed,createdAt,updatedAt
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Torrin Goodlet,240423094-8,Kessler-O'Hara,1998,Arts,Shelf A2,false,true,"{""$date"":""2024-12-15T07:40:30.000Z""}","{""$date"":""2024-12-15T07:40:30.000Z""}"
"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Teresina Bucham,461321772-5,Labadie LLC,1998,Health,Shelf C2,false,false,"{""$date"":""2025-05-21T02:04:32.000Z""}","{""$date"":""2025-05-21T02:04:32.000Z""}"
Donec posuere metus vitae ipsum.,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Gavan Serris,857897970-2,Olson-Toy,2011,Technology,Shelf A2,false,false,"{""$date"":""2024-11-14T14:56:40.000Z""}","{""$date"":""2024-11-14T14:56:40.000Z""}"
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Karlens Ellinor,730113284-0,Dickens-Greenholt,1999,Philosophy,Shelf C3,true,false,"{""$date"":""2024-12-03T11:56:29.000Z""}","{""$date"":""2024-12-03T11:56:29.000Z""}"
Vivamus vestibulum sagittis sapien.,"Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Trixy Ambrogioni,985766555-1,"Morar, Gislason and Abbott",1996,Religion,Shelf A2,true,true,"{""$date"":""2024-12-16T09:08:28.000Z""}","{""$date"":""2024-12-16T09:08:28.000Z""}"
Nullam varius.,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Jourdain Devas,880370325-X,Upton-Kassulke,1986,Technology,Shelf A2,false,true,"{""$date"":""2025-07-04T15:07:48.000Z""}","{""$date"":""2025-07-04T15:07:48.000Z""}"
Suspendisse ornare consequat lectus.,"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Meg Gumbrell,646660480-2,Glover-Marvin,2002,Sociology,Shelf B1,true,true,"{""$date"":""2025-06-03T18:55:09.000Z""}","{""$date"":""2025-06-03T18:55:09.000Z""}"
Curabitur at ipsum ac tellus semper interdum.,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Kerstin Fenge,715118375-5,Swaniawski-Ruecker,1988,Education,Shelf C3,true,true,"{""$date"":""2025-01-29T13:34:00.000Z""}","{""$date"":""2025-01-29T13:34:00.000Z""}"
Proin at turpis a pede posuere nonummy.,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Philis Seifert,973445619-9,Shanahan-Stiedemann,2004,Health,Shelf B1,true,true,"{""$date"":""2025-09-18T16:00:07.000Z""}","{""$date"":""2025-09-18T16:00:07.000Z""}"
Maecenas rhoncus aliquam lacus.,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Cathi Bartlet,682068150-X,"Davis, Kozey and Lubowitz",1996,Law,Shelf A2,false,true,"{""$date"":""2025-04-01T18:55:28.000Z""}","{""$date"":""2025-04-01T18:55:28.000Z""}"
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.","Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",https://greenvillejournal.com/wp-content/uploads/2024/12/books-iStock-1481862788-edited.jpg,Titos Harmstone,103281865-4,Bahringer and Sons,2006,Business,Shelf C1,true,false,"{""$date"":""2024-12-27T20:45:58.000Z""}","{""$date"":""2024-12-27T20:45:58.000Z""}"
In eleifend quam a odio.,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Evita Curtain,153467590-6,Satterfield LLC,1969,Sociology,Shelf C3,true,false,"{""$date"":""2024-12-16T16:09:59.000Z""}","{""$date"":""2024-12-16T16:09:59.000Z""}"
Morbi a ipsum.,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Nicoline Langmead,957630877-1,Dach Group,2002,Philosophy,Shelf B3,false,true,"{""$date"":""2025-10-02T18:25:53.000Z""}","{""$date"":""2025-10-02T18:25:53.000Z""}"
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Pen Boyett,384081282-8,Stokes-Simonis,1997,Philosophy,Shelf C1,false,true,"{""$date"":""2025-07-24T16:00:40.000Z""}","{""$date"":""2025-07-24T16:00:40.000Z""}"
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.","Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Maynord Blose,712481198-8,Swift-Simonis,2000,Arts,Shelf A1,true,true,"{""$date"":""2025-06-25T12:50:29.000Z""}","{""$date"":""2025-06-25T12:50:29.000Z""}"
Duis consequat dui nec nisi volutpat eleifend.,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Kirsti Kline,754133563-0,Farrell LLC,2006,Business,Shelf A3,false,false,"{""$date"":""2025-06-12T00:23:37.000Z""}","{""$date"":""2025-06-12T00:23:37.000Z""}"
Ut tellus.,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Kyrstin Lawson,949600747-3,Cremin LLC,1998,Technology,Shelf B3,true,false,"{""$date"":""2024-12-05T22:26:32.000Z""}","{""$date"":""2024-12-05T22:26:32.000Z""}"
"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.","In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://cdn.pixabay.com/photo/2018/01/17/18/43/book-3088775_1280.jpg,Haven Fardon,105462271-X,"Toy, Weissnat and McKenzie",2010,Education,Shelf A2,false,false,"{""$date"":""2025-05-04T13:26:48.000Z""}","{""$date"":""2025-05-04T13:26:48.000Z""}"
Vestibulum rutrum rutrum neque.,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",https://cdn.pixabay.com/photo/2014/08/16/18/17/book-419589_640.jpg,Virginie Nertney,178718226-6,"Rempel, White and Wunsch",1992,Politics,Shelf C1,true,false,"{""$date"":""2025-02-09T22:10:07.000Z""}","{""$date"":""2025-02-09T22:10:07.000Z""}"
Suspendisse accumsan tortor quis turpis.,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Hillard Vasyaev,535183584-3,"Kuhlman, Wisoky and Torphy",2011,Science,Shelf A2,false,false,"{""$date"":""2025-09-12T10:45:20.000Z""}","{""$date"":""2025-09-12T10:45:20.000Z""}"
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Maury Markham,149554930-5,Mitchell Group,2004,Science,Shelf C3,true,true,"{""$date"":""2024-12-23T09:30:41.000Z""}","{""$date"":""2024-12-23T09:30:41.000Z""}"
Curabitur gravida nisi at nibh.,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",https://images.theconversation.com/files/45159/original/rptgtpxd-1396254731.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=754&fit=clip,Kenyon Palumbo,876148538-1,"Kling, Berge and Bradtke",1992,Engineering,Shelf C1,false,false,"{""$date"":""2025-07-10T22:44:37.000Z""}","{""$date"":""2025-07-10T22:44:37.000Z""}"
Aenean sit amet justo.,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",https://www.shutterstock.com/image-photo/open-book-on-table-stack-600nw-2636376653.jpg,Karlyn Dundridge,440984153-X,Pouros and Sons,1991,Technology,Shelf C3,true,true,"{""$date"":""2025-02-22T02:52:06.000Z""}","{""$date"":""2025-02-22T02:52:06.000Z""}"
Nulla tellus.,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",https://s26162.pcdn.co/wp-content/uploads/sites/2/2022/05/Best-Reviewed-Books.jpeg,Ceciley Ivanyushin,957987963-X,Hintz-Quitzon,2010,Business,Shelf C2,true,true,"{""$date"":""2025-04-01T04:48:05.000Z""}","{""$date"":""2025-04-01T04:48:05.000Z""}"
Vivamus tortor.,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",https://books2ebooks.eu/sites/default/files/inline-images/content-front-page-open-book.png,Hertha Blucher,648773438-1,"Bins, Koelpin and Ritchie",2002,Politics,Shelf A3,true,false,"{""$date"":""2025-07-12T14:39:11.000Z""}","{""$date"":""2025-07-12T14:39:11.000Z""}"
